comment_id,komentar,normalized_text,clean_text,token_count
218,"Hukum sudah menjadi alat kekuasaan,
Ini Uda menjadi negara tiran.
Sudah wajib hukum nya dilakukan revolusi akhlak
Agar GK menjadi makin banyak makan korban.
Ini hakim Uda GK ada rasa manusia lg,",hukum sudah menjadi alat kekuasaan ini uda menjadi negara tiran sudah wajib hukum nya dilakukan revolusi akhlak agar gk menjadi makin banyak makan korban ini hakim uda gk ada rasa manusia lg,hukum jadi alat kuasa uda jadi negara tiran wajib hukum laku revolusi akhlak jadi makin banyak makan korban hakim uda rasa manusia,22
219,"Pada merdeka saja di setiap pulau,,",pada merdeka saja di setiap pulau,merdeka pulau,2
220,"Yang jadikan dia mentri adalah Jokowi Akir nya masuk penjara 
Yang jadikan kepala mbg dadang Jokowi Akir nya masuk penjara 

Kok aneh ya apakah di jadikan tumbal",yang jadikan dia mentri adalah jokowi akir nya masuk penjara yang jadikan kepala mbg dadang jokowi akir nya masuk penjara kok aneh ya apakah di jadikan tumbal,jadi tri jokowi akir masuk penjara jadi kepala mbg dadang jokowi akir masuk penjara kok aneh jadi tumbal,18
221,Daya rusak pria solo buat hukum hancur parah,daya rusak pria solo buat hukum hancur parah,daya rusak pria solo buat hukum hancur parah,8
222,Daya rusak pria solo buat hukum hancur parah,daya rusak pria solo buat hukum hancur parah,daya rusak pria solo buat hukum hancur parah,8
223,Bagaimana dengan keterangan ruang pak akbar bersama nasrum Pak hinca..,bagaimana dengan keterangan ruang pak akbar bersama nasrum pak hinca,bagaimana terang ruang pak akbar sama nasrum pak hinca,9
224,Yang ksih vonis itu siap2 tanggung dosa berat saat di hisab....😮😮,yang ksih vonis itu siap tanggung dosa berat saat di hisab,ksih vonis siap tanggung dosa berat hisab,7
225,Byak yg menikmati kinerjar bo terutama dunia pend dng Aittiiiiiiiiiiiiiiiiiiiiii,byak yg menikmati kinerjar bo terutama dunia pend dng aittiiiiiiiiiiiiiiiiiiiiii,byak nikmat kinerjar utama dunia pend dng aittii,8
226,Kirain ini menteri kesayangan Jokowi eh ternyata bukan,kirain ini menteri kesayangan jokowi eh ternyata bukan,kirain menteri sayang jokowi nyata bukan,6
227,"Hakim, di indonesia kan pinter2",hakim di indonesia kan pinter,hakim indonesia kan pinter,4
228,Semangat pak adikmu Allah buka  nanti yg benarrrrr kuattttttttt pak byak yg berdoa untuk p adim,semangat pak adikmu allah buka nanti yg benarrrrr kuattttttttt pak byak yg berdoa untuk p adim,semangat pak adik allah buka benarr kuatt pak byak doa adim,11
229,Negara isinya koruptor!!!,negara isinya koruptor,negara isi koruptor,3
230,Tapi termul alasan nya macam2.menyalah kan nadim.tapi tapi yg nyuruh tambah angaran diem2 bae,tapi termul alasan nya macam menyalah kan nadim tapi tapi yg nyuruh tambah angaran diem bae,termul alas macam salah kan nadim nyuruh tambah angaran diem bae,11
231,"Makanya mas jgn mau dibujuk rayu Jokow jd menteri. 
Pemerintahan itu jahat, politik itu jahat. Fh bener jd CEO gojek, mas cukup dibalik layar saja kalau mau bantu pendidikan di Indonesia. Ga perlu jd aktor utama. 
Semoga Tuhan Yang Maha Kuasa menunjukkan kuasa-Nya padamu mas Gojek",makanya mas jgn mau dibujuk rayu jokow jd menteri pemerintahan itu jahat politik itu jahat fh bener jd ceo gojek mas cukup dibalik layar saja kalau mau bantu pendidikan di indonesia ga perlu jd aktor utama semoga tuhan yang maha kuasa menunjukkan kuasa nya padamu mas gojek,makanya mas jgn mau bujuk rayu jokow jadi menteri perintah jahat politik jahat bener jadi ceo gojek mas cukup balik layar kalau mau bantu didik indonesia perlu jadi aktor utama moga tuhan maha kuasa tunjuk kuasa mas gojek,38
232,Parah😢,parah,parah,1
233,Selamat Datang di Negeri Ngeri,selamat datang di negeri ngeri,selamat datang negeri ngeri,4
234,"Tunggu aja bang nadiem 2029, ahok n kdm pasti bantu anda",tunggu aja bang nadiem ahok n kdm pasti bantu anda,tunggu bang nadiem ahok kdm bantu,6
235,Aduh uang apa itu kertas kah,aduh uang apa itu kertas kah,aduh uang apa kertas,4
236,Semoga jaksa penuntut dan keluarganya mendapat KARMA yg lebih beratttttttttttt,semoga jaksa penuntut dan keluarganya mendapat karma yg lebih beratttttttttttt,moga jaksa tuntut keluarga karma lebih beratt,7
237,Mestinya Mulyono yg diruntut,mestinya mulyono yg diruntut,mesti mulyono runtut,3
238,Pak Nadim...klo bisa anggarannya di tambah wkwkwkwkw,pak nadim klo bisa anggarannya di tambah wkwkwkwkw,pak nadim klo anggar tambah wkwkwkwkw,6
239,"Biadab buanget, Allah Maha Mengetahui  apa2 yg dilakukan oleh  biadab2 yg zalim itu, mas Nadim jngn pernah berharap pertolongan selain Allah, banyak2 istighfar berserah diri, kembalikan semua persoalan kpd Allah, isyaaAllah Allah akan menolong dg cara Allah yg tak terduga, insyaaAllah cobaan dan fitnah itu akan menghapus dosa2 dan Allah akan mengangkat derajat anda",biadab buanget allah maha mengetahui apa yg dilakukan oleh biadab yg zalim itu mas nadim jngn pernah berharap pertolongan selain allah banyak istighfar berserah diri kembalikan semua persoalan kpd allah isyaaallah allah akan menolong dg cara allah yg tak terduga insyaaallah cobaan dan fitnah itu akan menghapus dosa dan allah akan mengangkat derajat anda,biadab buanget allah maha tahu apa laku biadab zalim mas nadim jngn pernah harap allah banyak istighfar serah diri semua soal kpd allah isyaallah allah cara allah tak duga insyaallah coba fitnah hapus dosa allah angkat derajat,37
240,"Tdk terbukti tapi di vonis 15 thn, ngeri amat keadilan di negri ini,",tdk terbukti tapi di vonis thn ngeri amat keadilan di negri ini,bukti vonis thn ngeri adil negri,6
241,Ketika anak muda yg sangat berjasa untuk indonesia tiba2 d jebloskan oleh negara.... Gibran sewa mahasiswa kemaren gmn....???,ketika anak muda yg sangat berjasa untuk indonesia tiba d jebloskan oleh negara gibran sewa mahasiswa kemaren gmn,anak muda sangat jasa indonesia tiba jeblos negara gibran sewa mahasiswa kemaren gmn,13
242,D tumbal kan oleh mulyono,d tumbal kan oleh mulyono,tumbal kan mulyono,3
243,"Bang hotman Paris , gmn ni, apakah sudah tercapai keadilan?",bang hotman paris gmn ni apakah sudah tercapai keadilan,bang hotman paris gmn capai adil,6
244,Jadi tombal molyono ....siapa pun di cap pengianat pasti akan bernasip seperti ini,jadi tombal molyono siapa pun di cap pengianat pasti akan bernasip seperti ini,jadi tombal molyono siapa cap pengianat bernasip,7
245,"Kalo Nadiem bisa divonis spt ini kasus whoose, IKN, MBG Bisa diseret semua pelaku2 nya",kalo nadiem bisa divonis spt ini kasus whoose ikn mbg bisa diseret semua pelaku nya,kalo nadiem vonis spt kasus whoose ikn mbg seret semua laku,11
246,JOKOWI OH JOKOWI,jokowi oh jokowi,jokowi jokowi,2
247,Kartu sakti keluarin dah Wo,kartu sakti keluarin dah wo,kartu sakti keluarin dah,4
248,"Dunia hanya sementara pak 
Di penjara itu ibarat neraka di dunia,

Aku yakin dengan orang yang Menjolimi bapak,Suatu saat pak Nadim ditempatkan di surga",dunia hanya sementara pak di penjara itu ibarat neraka di dunia aku yakin dengan orang yang menjolimi bapak suatu saat pak nadim ditempatkan di surga,dunia pak penjara ibarat neraka dunia aku yakin orang menjolimi bapak suatu pak nadim tempat surga,16
249,Bukti demokrasi tidak cocok untuk orang pintar,bukti demokrasi tidak cocok untuk orang pintar,bukti demokrasi cocok orang pintar,5
250,"Peringatan Bagi Para Pejabat yg sekarang SEDANG MENJABAT,  INI CONTOH PAK NADYM MAKARIM ,KARENA TERLALU NURUT TANPA BANTAHAN IKUTI PERINTAH DAN KEBIJAKAN ATASANNYA",peringatan bagi para pejabat yg sekarang sedang menjabat ini contoh pak nadym makarim karena terlalu nurut tanpa bantahan ikuti perintah dan kebijakan atasannya,ingat jabat sekarang sedang jabat contoh pak nadym makarim terlalu nurut bantah ikut perintah bijak atas,16
251,"hsti2 semuanya jangan berurusan dgn  kel. pembohong ulung jika ingin tenang dan selamat  dunia akherat. 
Lihat semua yg kerja sama semua baju oren",hsti semuanya jangan berurusan dgn kel pembohong ulung jika ingin tenang dan selamat dunia akherat lihat semua yg kerja sama semua baju oren,hsti semua jangan urus kel bohong ulung tenang selamat dunia akherat lihat semua kerja sama semua baju oren,18
252,Kejaksaan & Pengadilan yg menghukum seseorang yg tdk bersalah akan menderita hidupnya dunia & akhiray,kejaksaan pengadilan yg menghukum seseorang yg tdk bersalah akan menderita hidupnya dunia akhiray,jaksa adil hukum orang salah derita hidup dunia akhiray,9
253,Parah di mah hukum indo,parah di mah hukum indo,parah mah hukum indo,4
254,"Ngape Nadiem tadak nuntut ke jokowi, kok maok2nye jd martir dan bempernye utk menyelamatkan jokowi dan keluarganye,..",ngape nadiem tadak nuntut ke jokowi kok maok nye jd martir dan bempernye utk menyelamatkan jokowi dan keluarganye,ngape nadiem tadak nuntut jokowi kok maok nye jadi martir bempernye selamat jokowi keluarganye,14
255,Makanya rim rim lu udah enak enak punya gojek lu'nya ikutan gituan.. nyeselkan jadinya 😂,makanya rim rim lu udah enak enak punya gojek lu nya ikutan gituan nyeselkan jadinya,makanya rim rim udah enak enak punya gojek ikut gituan nyeselkan jadi,12
256,jokowi yg korupsi sampe sekarang bebas melanglang buana,jokowi yg korupsi sampe sekarang bebas melanglang buana,jokowi korupsi sampe sekarang bebas langlang buana,7
257,"Makanya jangan mau dihukum sendirian, bicara dong",makanya jangan mau dihukum sendirian bicara dong,makanya jangan mau hukum sendiri bicara,6
258,"Ayo anak2 gojek jangan pada diem aja,ini sudah tidak adil,ijo in ayo ayo",ayo anak gojek jangan pada diem aja ini sudah tidak adil ijo in ayo ayo,ayo anak gojek jangan diem adil ijo ayo ayo,9
259,"Jokowi hrus d hadirkn, di sidangkn...ini cara terbaik agar indonesia berubah",jokowi hrus d hadirkn di sidangkn ini cara terbaik agar indonesia berubah,jokowi hrus hadirkn sidangkn cara baik indonesia ubah,8
260,Siap yg memfitnah mu pak nadim....dia dajjal sejati,siap yg memfitnah mu pak nadim dia dajjal sejati,siap fitnah pak nadim dajjal sejati,6
261,Fitnah keji yg akan berbalik pada anak cucu seluruh pejabat kotor...semua keturunannya akan musnah d Ngan ketidak benaran🎉,fitnah keji yg akan berbalik pada anak cucu seluruh pejabat kotor semua keturunannya akan musnah d ngan ketidak benaran,fitnah keji balik anak cucu seluruh jabat kotor semua turun musnah ngan benar,13
262,"Parah,si omon omon diem2 bae,ampuun negara udah parah,rakyat udah muakkkk,si jokowi ga ada yg berani nyentuh sama sekali malah,pasti dia korup plus izasah bodong,cuiiih",parah si omon omon diem bae ampuun negara udah parah rakyat udah muakkkk si jokowi ga ada yg berani nyentuh sama sekali malah pasti dia korup plus izasah bodong cuiiih,parah omon omon diem bae ampuun negara udah parah rakyat udah muakk jokowi berani nyentuh sama sekali malah korup plus izasah bodong cuiih,23
263,"Mau ngapain bang,..dia sendiri yang mau dipilih jadi menteri bang..dia orang cerdas bang,  dah paham resiko jadi pejabat",mau ngapain bang dia sendiri yang mau dipilih jadi menteri bang dia orang cerdas bang dah paham resiko jadi pejabat,mau ngapain bang sendiri mau pilih jadi menteri bang orang cerdas bang dah paham resiko jadi jabat,17
264,Jelas bapak ini orang baik karena baru kali ini ada kasus dalam dunia pejabat mereka sendiri tapi di persulit,jelas bapak ini orang baik karena baru kali ini ada kasus dalam dunia pejabat mereka sendiri tapi di persulit,jelas bapak orang baik baru kali kasus dunia jabat sendiri sulit,11
265,Kasihan anda tertipu jokowi,kasihan anda tertipu jokowi,kasihan tipu jokowi,3
266,Pake Nadiem salah satu tumbal kelicikan penguasa,pake nadiem salah satu tumbal kelicikan penguasa,pake nadiem salah satu tumbal kelici kuasa,7
267,"Semoga yg memberi vonis NADIEM,,KENA ADZAB,,",semoga yg memberi vonis nadiem kena adzab,moga beri vonis nadiem kena adzab,6
268,sepertinya pak nadiem sengaja dijadikan tumbal oleh elit tertentu di negara ini,sepertinya pak nadiem sengaja dijadikan tumbal oleh elit tertentu di negara ini,pak nadiem sengaja jadi tumbal elit negara,7
269,Kebobrokan keadilan,kebobrokan keadilan,bobrok adil,2
270,"Kenapa Hakim di Indonesia banyak yang jadi Dazzal Gitu yach, apa mereka gak takut akan Hukum Akherat..., Semoga apa yg dialami Nadiem makarin ini, suatu saat, dirasakan oleh Anak-Cucu nya Hakim yang memvonis Nadiem",kenapa hakim di indonesia banyak yang jadi dazzal gitu yach apa mereka gak takut akan hukum akherat semoga apa yg dialami nadiem makarin ini suatu saat dirasakan oleh anak cucu nya hakim yang memvonis nadiem,hakim indonesia banyak jadi dazzal gitu yach apa takut hukum akherat moga apa alami nadiem makarin suatu rasa anak cucu hakim vonis nadiem,23
271,"kenapa eg minta sama bos nya,jokowi",kenapa eg minta sama bos nya jokowi,minta sama bos jokowi,4
272,"Kalau sudah begini ...jangan salahkan kami ..jika kami berbakti kepada negara luar ..karena di negara sendiri ..kita tidak pernah di hargai , malah justru di singkirkan .",kalau sudah begini jangan salahkan kami jika kami berbakti kepada negara luar karena di negara sendiri kita tidak pernah di hargai malah justru di singkirkan,kalau begini jangan salah bakti negara luar negara sendiri pernah harga malah justru singkir,14
273,Ini lah Konoha ..orng pintar ..orang jujur ..malah jadi tumbal .,ini lah konoha orng pintar orang jujur malah jadi tumbal,lah konoha orng pintar orang jujur malah jadi tumbal,9
274,Tunggu pak Prabowo pidato,tunggu pak prabowo pidato,tunggu pak prabowo pidato,4
275,"Lah ngapain anda kok mau jdi mentri jokowi, anda di jebak jokowi,, enak jdi owner PT. Gojek dlu",lah ngapain anda kok mau jdi mentri jokowi anda di jebak jokowi enak jdi owner pt gojek dlu,lah ngapain kok mau jadi tri jokowi jebak jokowi enak jadi owner gojek dlu,14
276,"Alhamdulillah, ga ada pejabat yg ga korupsi., perusak sistem pendidikan indonesia.",alhamdulillah ga ada pejabat yg ga korupsi perusak sistem pendidikan indonesia,alhamdulillah jabat korupsi usak sistem didik indonesia,7
277,Kalian yakin dia tidak salah? 100% ? Ampe banget dibela2. Jawab santai aja,kalian yakin dia tidak salah ampe banget dibela jawab santai aja,kalian yakin salah ampe bela jawab santai,7
278,Makannya lu urus aja gojek ngapain lu masuk di pemerintahan yang BOBROK lu sendiri yang jalanin ya jalanin lah...gojek Udeh di cekik juga sama aplikatornya lu juga kena kan lu hahahah kikan,makannya lu urus aja gojek ngapain lu masuk di pemerintahan yang bobrok lu sendiri yang jalanin ya jalanin lah gojek udeh di cekik juga sama aplikatornya lu juga kena kan lu hahahah kikan,makan urus gojek ngapain masuk perintah bobrok sendiri jalanin jalanin lah gojek udeh cekik sama aplikatornya kena kan kikan,19
279,"Lgi tenang2 di usa di panggil jokowi cumn di jdikan tumbal, yg sabar pk Alloh g tidur",lgi tenang di usa di panggil jokowi cumn di jdikan tumbal yg sabar pk alloh g tidur,lgi tenang usa panggil jokowi cumn jdikan tumbal sabar alloh tidur,11
280,Gilaa...gilaaa..wiss edan edanan,gilaa gilaaa wiss edan edanan,gilaa gilaa wiss edan edan,5
281,Mana ada maling ngaku😂,mana ada maling ngaku,mana maling ngaku,3
282,Hukum gila,hukum gila,hukum gila,2
283,"Anda itu kaya, jdi para pentut iri jdi di tuntut dengan cara yang tidak masuk akal. 
Seharusnya anda itu tidak masuk pemerintahan dan tetap di bisnis. 
Anda di masukan kepemerintahan untuk di pidana.",anda itu kaya jdi para pentut iri jdi di tuntut dengan cara yang tidak masuk akal seharusnya anda itu tidak masuk pemerintahan dan tetap di bisnis anda di masukan kepemerintahan untuk di pidana,kaya jadi pentut iri jadi tuntut cara masuk akal masuk perintah tetap bisnis masuk perintah pidana,16
284,Karma menidas Driver,karma menidas driver,karma menidas driver,3
285,Yg terbukti dpt upeti malah santai2,yg terbukti dpt upeti malah santai,bukti dpt upeti malah santai,5
286,Seram nya hukum di negara ini . . .jadi perusahaan gojek gratis utk dikelola koruptor,seram nya hukum di negara ini jadi perusahaan gojek gratis utk dikelola koruptor,seram hukum negara jadi usaha gojek gratis kelola koruptor,9
287,Revolusi,revolusi,revolusi,1
288,Jokowi kenapa nga di hadirkan?,jokowi kenapa nga di hadirkan,jokowi nga hadir,3
289,Mesti nya bukan nadim. Tapi jokowi yg harus di penjara. Dia yg suruh ko,mesti nya bukan nadim tapi jokowi yg harus di penjara dia yg suruh ko,mesti bukan nadim jokowi penjara suruh,6
290,Ada. Disimpan di singapore 😂,ada disimpan di singapore,simpan singapore,2
291,Gila tuh yg nuntut ...,gila tuh yg nuntut,gila tuh nuntut,3
292,"Haloo KPK .. bgmn dg nyanyian para Mentri yg sebut mantan Pres ..?
Para Mentri ini mjd korban kebiadaban ..",haloo kpk bgmn dg nyanyian para mentri yg sebut mantan pres para mentri ini mjd korban kebiadaban,haloo kpk bgmn nyanyi tri sebut mantan pres tri mjd korban biadab,12
293,"Pelajaran berharga dim, sebelum lu nyemplung mau ikut jd pejabat pasti tau semua konsekuensi nya.",pelajaran berharga dim sebelum lu nyemplung mau ikut jd pejabat pasti tau semua konsekuensi nya,ajar harga dim nyemplung mau ikut jadi jabat tahu semua konsekuensi,11
294,😢😢😢 menyentuh hati BPK nmn knp siapa BPK sebenarnya 😢😢😢,menyentuh hati bpk nmn knp siapa bpk sebenarnya,sentuh hati bapak nmn knp siapa bapak benar,8
295,Aneh,aneh,aneh,1
296,Sampai kan ke bang hotman paris pak nadiem,sampai kan ke bang hotman paris pak nadiem,kan bang hotman paris pak nadiem,6
297,"Penghakiman dari Tuhan akan segera tiba..utk manusia yg melakukan ketidak keadilan
TUHAN MMBELA PASTI MENOLONG.NADIEM..",penghakiman dari tuhan akan segera tiba utk manusia yg melakukan ketidak keadilan tuhan mmbela pasti menolong nadiem,hakim tuhan segera tiba manusia laku adil tuhan mmbela nadiem,10
298,Maka nya pak nadiem bpk haeus segera bongkar semua pemain korupsi agara bpk tidak sendiri menjalani nya.tidak usah takut pak nadiem maayarakat akan dukung bpk kalo bpk bongkar semua nya siapa aja di belakang bpk yg dapat jatah dan si penyuruh nya,maka nya pak nadiem bpk haeus segera bongkar semua pemain korupsi agara bpk tidak sendiri menjalani nya tidak usah takut pak nadiem maayarakat akan dukung bpk kalo bpk bongkar semua nya siapa aja di belakang bpk yg dapat jatah dan si penyuruh nya,pak nadiem bapak haeus segera bongkar semua main korupsi agara bapak sendiri jalan usah takut pak nadiem maayarakat dukung bapak kalo bapak bongkar semua siapa belakang bapak jatah suruh,29
299,Yang medzolimi Nadiem Makarim pasti Alloh balas dgn adzab yg pedih,yang medzolimi nadiem makarim pasti alloh balas dgn adzab yg pedih,medzolimi nadiem makarim alloh balas adzab pedih,7
300,Makanya jangan korubsi,makanya jangan korubsi,makanya jangan korubsi,3
301,Apakabar korupsi nilai kuadran triliun...kok tidak ada kabarnya...,apakabar korupsi nilai kuadran triliun kok tidak ada kabarnya,apakabar korupsi nilai kuadran triliun kok kabar,7
302,tarik jokowiii,tarik jokowiii,tarik jokowii,2
303,"Sabar dan kuatkan mas Nadiem, kelak akan ada keadilan hakiki dari Allah SWT yang akan menghakimi hakim hari ini dan para partisannya",sabar dan kuatkan mas nadiem kelak akan ada keadilan hakiki dari allah swt yang akan menghakimi hakim hari ini dan para partisannya,sabar kuat mas nadiem kelak adil hakiki allah swt hakim hakim hari partisan,13
304,"Orang yang menuntut Nadim Makarim mungkin dia lah orang nya yg korupsi sesungguhnya, maling teriak maling , semoga ya Alloh orang2 yg mendzolimi Nadim Makarim cepat dapat azab nya, Amin amin amin 🙏",orang yang menuntut nadim makarim mungkin dia lah orang nya yg korupsi sesungguhnya maling teriak maling semoga ya alloh orang yg mendzolimi nadim makarim cepat dapat azab nya amin amin amin,orang tuntut nadim makarim mungkin lah orang korupsi sungguh maling teriak maling moga alloh orang mendzolimi nadim makarim cepat azab amin amin amin,23
305,Sedih..sekali sehat2 pak Nadin cpt selesai .GBU.,sedih sekali sehat pak nadin cpt selesai gbu,sedih sekali sehat pak nadin cpt selesai gbu,8
306,sangat kejam,sangat kejam,sangat kejam,2
307,Edan..Ud pak urusin gojek aj....bnyk manusia dajal di luar,edan ud pak urusin gojek aj bnyk manusia dajal di luar,edan pak urusin gojek bnyk manusia dajal luar,8
308,Spill dong JAKSA PENUNTUTNYA SIAPA biar Intel netizen menguliti itu Jaksa Penuntut,spill dong jaksa penuntutnya siapa biar intel netizen menguliti itu jaksa penuntut,spill jaksa tuntut siapa biar intel netizen ulit jaksa tuntut,10
309,Gimana ini...masih ada yg peduli hukum ga...mana orang2 cerdas...jangan di biarkan hal kya gini ..jadi kebiasaan,gimana ini masih ada yg peduli hukum ga mana orang cerdas jangan di biarkan hal kya gini jadi kebiasaan,gimana peduli hukum mana orang cerdas jangan biar kya gin jadi biasa,12
310,Ojol bersatu siap ratakan persiden,ojol bersatu siap ratakan persiden,ojol satu siap rata persiden,5
311,Kloo persiden ngk turun dgn khusus ini kita ratakn pemerintahn ini,kloo persiden ngk turun dgn khusus ini kita ratakn pemerintahn ini,kloo persiden ngk turun khusus ratakn pemerintahn,7
312,Rakyat kecil Hanya bisa mengelus dada melihat berita ini,rakyat kecil hanya bisa mengelus dada melihat berita ini,rakyat kecil elus dada lihat berita,6
313,Semoga ada justice untuk beliau😢,semoga ada justice untuk beliau,moga justice beliau,3
314,"Hukum Indonesia sudah hancur,penegak hukum nya merem semua",hukum indonesia sudah hancur penegak hukum nya merem semua,hukum indonesia hancur tegak hukum merem semua,7
315,Harusnya km gigit juga itu mantan Bosmu si joko,harusnya km gigit juga itu mantan bosmu si joko,gigit mantan bos joko,4
316,Edan ya. Nadiem dimafiakaan ini mau capluk gojek nya sama mafia,edan ya nadiem dimafiakaan ini mau capluk gojek nya sama mafia,edan nadiem dimafiakaan mau capluk gojek sama mafia,8
317,Gila segila2nya... Ngerii,gila segila nya ngerii,gila gila ngeri,3
318,Orang baik yg dijahati,orang baik yg dijahati,orang baik jahat,3
319,Sita aset nya cek rekening bank nya di luar negeri.,sita aset nya cek rekening bank nya di luar negeri,sita aset cek rekening bank luar negeri,7
320,"Manusia yang sangat bermanfaat membuka jutaan lapangan pekerjaan, dihancurkan oleh manusia² yang tidak bermanfaat sama sekali ,, daya rusak kebodohan memang dahsyat 😂",manusia yang sangat bermanfaat membuka jutaan lapangan pekerjaan dihancurkan oleh manusia yang tidak bermanfaat sama sekali daya rusak kebodohan memang dahsyat,manusia sangat manfaat buka juta lapang kerja hancur manusia manfaat sama sekali daya rusak bodoh memang dahsyat,17
321,Tuntaskan para koruptor,tuntaskan para koruptor,tuntas koruptor,2
322,Astaghfirullah.....ya Allah berikanlah pembalasan yang setimpal pada orang yg telah memfitnah Pak Nadiem siapapun orang itu ya Allah....Innamaa amruhuu  Idzaa arodasyaian ayyaku lalahu kunfayakun......,astaghfirullah ya allah berikanlah pembalasan yang setimpal pada orang yg telah memfitnah pak nadiem siapapun orang itu ya allah innamaa amruhuu idzaa arodasyaian ayyaku lalahu kunfayakun,astaghfirullah allah beri balas timpal orang fitnah pak nadiem siapa orang allah innamaa amruhuu idzaa arodasyaian ayyaku lalahu kunfayakun,19
323,Semoga yg memvonis di ampuni.,semoga yg memvonis di ampuni,moga vonis ampun,3
324,"Dia rela meninggalkan ojol bang, memilih jadi menteri, sejak saat itu tarif ojol jadi gak seindah dulu...",dia rela meninggalkan ojol bang memilih jadi menteri sejak saat itu tarif ojol jadi gak seindah dulu,rela tinggal ojol bang pilih jadi menteri sejak tarif ojol jadi indah dulu,13
325,"Hukum itu ditegakan berdasarkan fakta bukti,bukan asumsi,maling bisaja mengelak.",hukum itu ditegakan berdasarkan fakta bukti bukan asumsi maling bisaja mengelak,hukum tega dasar fakta bukti bukan asumsi maling bisaja elak,10
326,"enak saja. sementara ga yg memfonis Nadiem di azab Alloh sekluarganya, musibah datang silih berganti hingga ajal.menjemput.",enak saja sementara ga yg memfonis nadiem di azab alloh sekluarganya musibah datang silih berganti hingga ajal menjemput,enak fon nadiem azab alloh sekluarganya musibah datang silih ganti hingga ajal jemput,13
327,"Sekarang harus tahu dengan siapa berdiri berdiri, pilih teman yg benar, jangan sampai kita jadi tumbalnya",sekarang harus tahu dengan siapa berdiri berdiri pilih teman yg benar jangan sampai kita jadi tumbalnya,sekarang tahu siapa diri diri pilih teman benar jangan jadi tumbal,11
328,Jokowi aja tuh yg gantiin atau dipenjarakan,jokowi aja tuh yg gantiin atau dipenjarakan,jokowi tuh gantiin penjara,4
329,"Sokor mase, kamu jadi mendikbud dunia pendidikan jadi rusak.... 😂😂",sokor mase kamu jadi mendikbud dunia pendidikan jadi rusak,sokor mase kamu jadi mendikbud dunia didik jadi rusak,9
330,Ada tuh kalau dikuliti orangnya😂,ada tuh kalau dikuliti orangnya,tuh kalau kulit orang,4
331,Warisan konoha .....  Gk adil,warisan konoha gk adil,waris konoha adil,3
332,Saham punya kan di grup gojek,saham punya kan di grup gojek,saham punya kan grup gojek,5
333,"Siapa maling yang sesungguhnya,?""""""""""",siapa maling yang sesungguhnya,siapa maling sungguh,3
334,"duit ,y ke genk solo tuh",duit y ke genk solo tuh,duit genk solo tuh,4
335,Hukum apa kah ini...,hukum apa kah ini,hukum apa,2
336,"Tdk bisa pengakuan saja seperti itu, klo sdh tahu siapa dan kemana mengalir tinggal bernyanyi apa salahnya biar semua pd tahu.",tdk bisa pengakuan saja seperti itu klo sdh tahu siapa dan kemana mengalir tinggal bernyanyi apa salahnya biar semua pd tahu,aku klo tahu siapa alir tinggal nyanyi apa salah biar semua tahu,12
337,"Kacau"" konoha kobaha",kacau konoha kobaha,kacau konoha kobaha,3
338,Kemana saja uang tersebut mestinya ditelusuri oleh penegak hukum,kemana saja uang tersebut mestinya ditelusuri oleh penegak hukum,uang sebut mesti telusur tegak hukum,6
339,"Kmaren kenapa mau diangkat jd Mentri pak,,sudah tau politik itu kejam.",kmaren kenapa mau diangkat jd mentri pak sudah tau politik itu kejam,kmaren mau angkat jadi tri pak tahu politik kejam,9
340,kalian tau solusi nya pecat prabowo baru Indonesia sejahtera,kalian tau solusi nya pecat prabowo baru indonesia sejahtera,kalian tahu solusi pecat prabowo baru indonesia sejahtera,8
341,Di kira negara bodoh bisa di bohongi bahwa anda tdk punya uang sesuai tuntutan..... Negara lebih pinter bro..... Aliran uang anda bisa di lacak kemanapun perginya.....,di kira negara bodoh bisa di bohongi bahwa anda tdk punya uang sesuai tuntutan negara lebih pinter bro aliran uang anda bisa di lacak kemanapun perginya,kira negara bodoh bohong punya uang sesuai tuntut negara lebih pinter bro alir uang lacak mana pergi,17
342,Jokowi di lawan,jokowi di lawan,jokowi lawan,2
343,Jokowi malingnya,jokowi malingnya,jokowi maling,2
344,"Ya jangan bohong Nadiem jujur saja seret jokowi,,,,",ya jangan bohong nadiem jujur saja seret jokowi,jangan bohong nadiem jujur seret jokowi,6
345,Gila hukum diindonesia,gila hukum diindonesia,gila hukum indonesia,3
346,Sebaiknya uang yang bapak serahkan ke Jokowi ambil kembali serahkan ke negara,sebaiknya uang yang bapak serahkan ke jokowi ambil kembali serahkan ke negara,baik uang bapak serah jokowi ambil serah negara,8
347,Kasihan pak Nadiem...kok bisa jg begini?...😢,kasihan pak nadiem kok bisa jg begini,kasihan pak nadiem kok begini,5
348,"hanya bawah""nya yg di tangkap di hukum, kepalanya/ biang kerok korupsinya aman"" aja",hanya bawah nya yg di tangkap di hukum kepalanya biang kerok korupsinya aman aja,bawah tangkap hukum kepala biang kerok korupsi aman,8
349,TUMBAL NEGARA,tumbal negara,tumbal negara,2
350,Negara ini masa pemerintahan sekarang murni membunuh rakyatnya😢😢😢😢,negara ini masa pemerintahan sekarang murni membunuh rakyatnya,negara masa perintah sekarang murni bunuh rakyat,7
351,Sabar pak nanti jg ada balasan nyata yg menzholiminya bpk,sabar pak nanti jg ada balasan nyata yg menzholiminya bpk,sabar pak balas nyata menzholiminya bapak,6
