comment_id,komentar,normalized_text,clean_text,token_count,topic_id,topic_confidence,cluster_id,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob
173,"Maka yg terjadi kedepan, orang orang baik yg berkopeten tidak akan mau mengabdi untuk negara... 
Yg serakah akan membanjiri jabatan dipemerintahan",maka yg terjadi kedepan orang orang baik yg berkopeten tidak akan mau mengabdi untuk negara yg serakah akan membanjiri jabatan dipemerintahan,jadi depan orang orang baik berkopeten mau abdi negara serakah banjir jabat perintah,13,3,0.4435,7,0.0087,0.1826,0.0087,0.4435,0.3565
174,"Dan uang itu di rencanakan lari kemana ya, jika terbayar.",dan uang itu di rencanakan lari kemana ya jika terbayar,uang rencana lari bayar,4,2,0.84,29,0.04,0.04,0.84,0.04,0.04
175,koruptor pintar ekting.hukum mati biar kapok,koruptor pintar ekting hukum mati biar kapok,koruptor pintar ekting hukum mati biar kapok,7,3,0.7846,26,0.1692,0.0154,0.0154,0.7846,0.0154
176,Pak nadiem ....apa sdh ngomong uang itu beredar di Jokowi n luhut,pak nadiem apa sdh ngomong uang itu beredar di jokowi n luhut,pak nadiem apa ngomong uang edar jokowi luhut,8,2,0.9385,29,0.0154,0.0154,0.9385,0.0154,0.0154
177,"Hadirkan Jokowi dipersidangan. Setiap sidang kasus korupsi slalu tersebut namanya. Ingat pak hakim, pak jaksa, pak penyidik. Ust Das'ad bilang bahwa kalian bisa lolos pengadilan dunia, tp kalian tdk akan bisa lolos pengadilan akhirat. Aamiin..",hadirkan jokowi dipersidangan setiap sidang kasus korupsi slalu tersebut namanya ingat pak hakim pak jaksa pak penyidik ust das ad bilang bahwa kalian bisa lolos pengadilan dunia tp kalian tdk akan bisa lolos pengadilan akhirat aamiin,hadir jokowi sidang sidang kasus korupsi slalu sebut nama ingat pak hakim pak jaksa pak sidik ust das bilang kalian lolos adil dunia kalian lolos adil akhirat aamiin,28,0,0.6,21,0.6,0.0043,0.3872,0.0043,0.0043
178,Kasian jg jd tumbal krn big bos sdh gak takut Tuhan,kasian jg jd tumbal krn big bos sdh gak takut tuhan,kasi jadi tumbal big bos takut tuhan,7,4,0.6308,43,0.3231,0.0154,0.0154,0.0154,0.6308
179,"Orang yg mampu menciptakan lapangan kerja ribuan orang kok gak dihargai sama sekali
Dasar negara dengan pemimpin yg biadab",orang yg mampu menciptakan lapangan kerja ribuan orang kok gak dihargai sama sekali dasar negara dengan pemimpin yg biadab,orang mampu cipta lapang kerja ribu orang kok harga sama sekali dasar negara pimpin biadab,15,3,0.4207,36,0.0069,0.3517,0.1448,0.4207,0.0759
180,"aku kasihan sama pak Nadiem, semoga sabar menghadapinya dan sehat selalu",aku kasihan sama pak nadiem semoga sabar menghadapinya dan sehat selalu,aku kasihan sama pak nadiem moga sabar hadap sehat selalu,10,0,0.581,33,0.581,0.2952,0.0095,0.0095,0.1048
181,Insyaallah Allah akan memberikan jalan....,insyaallah allah akan memberikan jalan,insyaallah allah beri jalan,4,0,0.9111,35,0.9111,0.0222,0.0222,0.0222,0.0222
182,Kita liat aja netizen si Dadan cs di hukum berapa tahun denda berapa kalw lebih ringan dari pak Nadiem demo,kita liat aja netizen si dadan cs di hukum berapa tahun denda berapa kalw lebih ringan dari pak nadiem demo,liat netizen dad hukum berapa tahun denda berapa kalw lebih ringan pak nadiem demo,14,2,0.888,38,0.088,0.008,0.888,0.008,0.008
183,Yg triliunan dendanya gak segitu...sabar ya pa Nadiem namanya juga negara Konoha ...tahu begitu mending jadi pengusaha gojek gak hrs banyak tuntutan,yg triliunan dendanya gak segitu sabar ya pa nadiem namanya juga negara konoha tahu begitu mending jadi pengusaha gojek gak hrs banyak tuntutan,triliun denda segitu sabar nadiem nama negara konoha tahu mending jadi usaha gojek hrs banyak tuntut,16,4,0.3935,4,0.0065,0.329,0.2645,0.0065,0.3935
184,Innalillahi... Biadaaabbbb... !!! Pengadilan sesattt....!,innalillahi biadaaabbbb pengadilan sesattt,innalillahi biadaabb adil sesatt,4,3,0.7333,39,0.0667,0.0667,0.0667,0.7333,0.0667
185,"Hukum harus berat buat korupsi, coba liat masyarakat yang di bawah",hukum harus berat buat korupsi coba liat masyarakat yang di bawah,hukum berat buat korupsi coba liat masyarakat bawah,8,2,0.5467,31,0.4133,0.0133,0.5467,0.0133,0.0133
186,"Yg pinter bisa ditipu oleh yg tolol,,,, bukan si tolol hebat,,,, tp banyak tolol-tolol lain yg memiliki satu ambisi....",yg pinter bisa ditipu oleh yg tolol bukan si tolol hebat tp banyak tolol tolol lain yg memiliki satu ambisi,pinter tipu tolol bukan tolol hebat banyak tolol tolol milik satu ambisi,12,4,0.68,22,0.0133,0.0133,0.0133,0.28,0.68
187,Astagfirullohaladzim...semiga Bpk Nadiem sehat selalu dan cepat ada mujijat dari Alloh swt atas keshabaran dan keridoannya memberi ilmu kepada generasi Anak2 muda 🤲🤲🤲🤲😭😭😭😭,astagfirullohaladzim semiga bpk nadiem sehat selalu dan cepat ada mujijat dari alloh swt atas keshabaran dan keridoannya memberi ilmu kepada generasi anak muda,astagfirullohaladzim semiga bapak nadiem sehat selalu cepat mujijat alloh swt atas keshabaran keridoannya beri ilmu generasi anak muda,18,0,0.728,40,0.728,0.008,0.008,0.248,0.008
188,Jebakan betmen sebut aja bang sebut aja anda di jebak jokowi,jebakan betmen sebut aja bang sebut aja anda di jebak jokowi,jebak betmen sebut bang sebut jebak jokowi,7,2,0.4769,41,0.0154,0.0154,0.4769,0.0154,0.4769
189,"Turut prihatin pak Nadiem. Namun apadaya apa yang bisa kami bantu, hanya do'a semoga Allah Subhanahu Wataalah menunjukkan kebenaranNya .",turut prihatin pak nadiem namun apadaya apa yang bisa kami bantu hanya do a semoga allah subhanahu wataalah menunjukkan kebenarannya,turut prihatin pak nadiem apadaya apa bantu moga allah subhanahu wataalah tunjuk benar,13,4,0.6,32,0.3778,0.0074,0.0074,0.0074,0.6
190,"Turut prihatin pak Nadiem. Namun apadaya apa yang bisa kami bantu, hanya do'a semoga Allah Subhanahu Wataalah menunjukkan kebenaranNya .",turut prihatin pak nadiem namun apadaya apa yang bisa kami bantu hanya do a semoga allah subhanahu wataalah menunjukkan kebenarannya,turut prihatin pak nadiem apadaya apa bantu moga allah subhanahu wataalah tunjuk benar,13,4,0.6,32,0.3778,0.0074,0.0074,0.0074,0.6
191,singguh zalim kekuasaan saat ini terlalu duniawi hingga sering kali melakukan hal hal hina. ingat pengadilan tertinggi adalah kuasanya. siapa menanam akan memetik hasilnya siapa berbuat akan menaggung pembalasanya kelak nauzubillah,singguh zalim kekuasaan saat ini terlalu duniawi hingga sering kali melakukan hal hal hina ingat pengadilan tertinggi adalah kuasanya siapa menanam akan memetik hasilnya siapa berbuat akan menaggung pembalasanya kelak nauzubillah,singguh zalim kuasa terlalu duniawi hingga sering kali laku hina ingat adil tinggi kuasa siapa tanam petik hasil siapa buat menaggung pembalasanya kelak nauzubillah,24,0,0.8452,28,0.8452,0.1355,0.0065,0.0065,0.0065
192,Tumbal Mulyono 😮,tumbal mulyono,tumbal mulyono,2,4,0.84,24,0.04,0.04,0.04,0.04,0.84
193,wong solo di lawan,wong solo di lawan,wong solo lawan,3,2,0.44,45,0.04,0.04,0.44,0.44,0.04
194,mka y dulu klu programen jngn sok pinter mas..anak belajae i line sya harus beli hp...masih ingt z,mka y dulu klu programen jngn sok pinter mas anak belajae i line sya harus beli hp masih ingt z,mka dulu klu programen jngn sok pinter mas anak belajae line sya beli ingt,14,1,0.4769,45,0.0154,0.4769,0.0154,0.0154,0.4769
195,Hakim2 yang dzalim semoga segera dilaknat didunia dan akhirat,hakim yang dzalim semoga segera dilaknat didunia dan akhirat,hakim dzalim moga segera laknat dunia akhirat,7,0,0.9385,21,0.9385,0.0154,0.0154,0.0154,0.0154
196,Siapa siih sebenarnya aktor yang begitu zolim?,siapa siih sebenarnya aktor yang begitu zolim,siapa siih benar aktor zolim,5,0,0.9111,15,0.9111,0.0222,0.0222,0.0222,0.0222
197,Hidup jokowi,hidup jokowi,hidup jokowi,2,2,0.44,41,0.04,0.04,0.44,0.44,0.04
198,Dia cerdas visioner tpi dia membuat kesalahan dgn masuk kabinetnya jokowi,dia cerdas visioner tpi dia membuat kesalahan dgn masuk kabinetnya jokowi,cerdas visioner tpi buat salah masuk kabinet jokowi,8,4,0.7846,10,0.1692,0.0154,0.0154,0.0154,0.7846
199,Para penjahat itu ga inget mati!!!,para penjahat itu ga inget mati,jahat inget mati,3,1,0.84,12,0.04,0.84,0.04,0.04,0.04
200,"Miris Melihat Hukum di Indonesia...??...,   Gampang merangkai Fitnah...??...    Drama Pengadilan....??.... 😂😂😂😂",miris melihat hukum di indonesia gampang merangkai fitnah drama pengadilan,miris lihat hukum indonesia gampang rangkai fitnah drama adil,9,3,0.68,38,0.0133,0.28,0.0133,0.68,0.0133
201,"Terlanjur pak Nadim, kalo waktu bisa di putar kembali pasti gak Sudi jadi menri",terlanjur pak nadim kalo waktu bisa di putar kembali pasti gak sudi jadi menri,lanjur pak nadim kalo waktu putar sudi jadi menri,9,0,0.4769,43,0.4769,0.0154,0.0154,0.1692,0.3231
202,Aamiin 🤲,aamiin,aamiin,1,0,0.7333,45,0.7333,0.0667,0.0667,0.0667,0.0667
203,Salah dukung bosi,salah dukung bosi,salah dukung bos,3,4,0.6,25,0.0286,0.0286,0.3143,0.0286,0.6
204,Mulyono lagi mulyoni lagi,mulyono lagi mulyoni lagi,mulyono mulyoni,2,4,0.7333,24,0.0667,0.0667,0.0667,0.0667,0.7333
205,Epek ikut jd timses jkowi,epek ikut jd timses jkowi,epek ikut jadi timses jkowi,5,4,0.84,43,0.04,0.04,0.04,0.04,0.84
206,Jokowi penghancur bangsa meninggalkan sayembara ijazah,jokowi penghancur bangsa meninggalkan sayembara ijazah,jokowi hancur bangsa tinggal sayembara ijazah,6,3,0.6889,41,0.0222,0.0222,0.0222,0.6889,0.2444
207,"Kasian pak nadim dibuat kambing hitam dan peralihan isu publik program mbg,,, 😢 yah ALLAH beta sulitnya jadi orang baik dikonoha,,, 😭😭😭",kasian pak nadim dibuat kambing hitam dan peralihan isu publik program mbg yah allah beta sulitnya jadi orang baik dikonoha,kasi pak nadim buat kambing hitam alih isu publik program mbg yah allah beta sulit jadi orang baik dikonoha,19,0,0.3935,2,0.3935,0.3935,0.1355,0.0065,0.071
208,"Sy berfikir,  Setega itukah orang yg menumbalkanya,  apakah mereka agama,  tidak kah berfikir dunia bukan segalanya, pengadilan akherat menanti",sy berfikir setega itukah orang yg menumbalkanya apakah mereka agama tidak kah berfikir dunia bukan segalanya pengadilan akherat menanti,berfikir tega orang menumbalkanya agama berfikir dunia bukan segala adil akherat,11,0,0.8526,21,0.8526,0.1158,0.0105,0.0105,0.0105
209,"Nadim makarim sdh ciptakan lapangan kerja 
sdh banyak rakyat yg tertolong hidup kluarganya , dgn menjadi ojol 
makanya di buat seperti itu.
Indonesiakuu ada apa ? 
bgmn dgn koruptor yg menikmati uang negri ini tanpa memikirkan kehidupan rakyatnya ???
Ada apa ?",nadim makarim sdh ciptakan lapangan kerja sdh banyak rakyat yg tertolong hidup kluarganya dgn menjadi ojol makanya di buat seperti itu indonesiakuu ada apa bgmn dgn koruptor yg menikmati uang negri ini tanpa memikirkan kehidupan rakyatnya ada apa,nadim makarim cipta lapang kerja banyak rakyat hidup kluarganya jadi ojol makanya buat indonesiakuu apa bgmn koruptor nikmat uang negri pikir hidup rakyat apa,24,3,0.5378,22,0.0044,0.2711,0.0044,0.5378,0.1822
210,Korban dari Mulyono.,korban dari mulyono,korban mulyono,2,4,0.84,23,0.04,0.04,0.04,0.04,0.84
211,😢edan ini sudah,edan ini sudah,edan,1,1,0.7333,45,0.0667,0.7333,0.0667,0.0667,0.0667
212,buka aja boss..sapa yg meminta anda utk transit uang itu..pasti ada yg nyuruh lah..,buka aja boss sapa yg meminta anda utk transit uang itu pasti ada yg nyuruh lah,buka boss sapa minta transit uang nyuruh lah,8,1,0.4769,9,0.0154,0.4769,0.0154,0.3231,0.1692
213,"Semoga putusan pengadilan, adalah suatu kebenaran. Hukum orang yg salah dan bebaskan orang yg benar",semoga putusan pengadilan adalah suatu kebenaran hukum orang yg salah dan bebaskan orang yg benar,moga putus adil suatu benar hukum orang salah bebas orang benar,11,0,0.3905,25,0.3905,0.2,0.0095,0.3905,0.0095
214,Si Jokowo kmn ?,si jokowo kmn,jokowo kmn,2,2,0.7333,45,0.0667,0.0667,0.7333,0.0667,0.0667
215,Inilah politik di konoha. Anda berjalan lurus sesuai perintah aja bisa jadi tersangka. Q,inilah politik di konoha anda berjalan lurus sesuai perintah aja bisa jadi tersangka q,politik konoha jalan lurus sesuai perintah jadi sangka,8,4,0.3647,8,0.2471,0.2471,0.0118,0.1294,0.3647
216,"enak2 jadi bos gojek..
lha ya kok mau dijadikan mentri...
Sukses tak dipuji 
Salah kebijakan masuk bui",enak jadi bos gojek lha ya kok mau dijadikan mentri sukses tak dipuji salah kebijakan masuk bui,enak jadi bos gojek lha kok mau jadi tri sukses tak puji salah bijak masuk bui,16,4,0.7806,10,0.0065,0.0065,0.0065,0.2,0.7806
217,Negara penjahat kepada rakyat melalui kejaksaan agung  dengan mapia peradilannya. Sermoga dijahkan dari surga dan maduk metaka jahanam,negara penjahat kepada rakyat melalui kejaksaan agung dengan mapia peradilannya sermoga dijahkan dari surga dan maduk metaka jahanam,negara jahat rakyat lalu jaksa agung mapia adil sermoga jah surga maduk metaka jahanam,14,1,0.3647,1,0.2471,0.3647,0.1294,0.2471,0.0118
218,"Hukum sudah menjadi alat kekuasaan,
Ini Uda menjadi negara tiran.
Sudah wajib hukum nya dilakukan revolusi akhlak
Agar GK menjadi makin banyak makan korban.
Ini hakim Uda GK ada rasa manusia lg,",hukum sudah menjadi alat kekuasaan ini uda menjadi negara tiran sudah wajib hukum nya dilakukan revolusi akhlak agar gk menjadi makin banyak makan korban ini hakim uda gk ada rasa manusia lg,hukum jadi alat kuasa uda jadi negara tiran wajib hukum laku revolusi akhlak jadi makin banyak makan korban hakim uda rasa manusia,22,3,0.4154,0,0.2615,0.1077,0.0051,0.4154,0.2103
219,"Pada merdeka saja di setiap pulau,,",pada merdeka saja di setiap pulau,merdeka pulau,2,3,0.7333,45,0.0667,0.0667,0.0667,0.7333,0.0667
220,"Yang jadikan dia mentri adalah Jokowi Akir nya masuk penjara 
Yang jadikan kepala mbg dadang Jokowi Akir nya masuk penjara 

Kok aneh ya apakah di jadikan tumbal",yang jadikan dia mentri adalah jokowi akir nya masuk penjara yang jadikan kepala mbg dadang jokowi akir nya masuk penjara kok aneh ya apakah di jadikan tumbal,jadi tri jokowi akir masuk penjara jadi kepala mbg dadang jokowi akir masuk penjara kok aneh jadi tumbal,18,4,0.6121,10,0.0061,0.0061,0.3697,0.0061,0.6121
221,Daya rusak pria solo buat hukum hancur parah,daya rusak pria solo buat hukum hancur parah,daya rusak pria solo buat hukum hancur parah,8,3,0.9529,38,0.0118,0.0118,0.0118,0.9529,0.0118
222,Daya rusak pria solo buat hukum hancur parah,daya rusak pria solo buat hukum hancur parah,daya rusak pria solo buat hukum hancur parah,8,3,0.9529,38,0.0118,0.0118,0.0118,0.9529,0.0118
223,Bagaimana dengan keterangan ruang pak akbar bersama nasrum Pak hinca..,bagaimana dengan keterangan ruang pak akbar bersama nasrum pak hinca,bagaimana terang ruang pak akbar sama nasrum pak hinca,9,1,0.4133,36,0.1467,0.4133,0.0133,0.0133,0.4133
224,Yang ksih vonis itu siap2 tanggung dosa berat saat di hisab....😮😮,yang ksih vonis itu siap tanggung dosa berat saat di hisab,ksih vonis siap tanggung dosa berat hisab,7,0,0.3818,14,0.3818,0.0182,0.3818,0.0182,0.2
225,Byak yg menikmati kinerjar bo terutama dunia pend dng Aittiiiiiiiiiiiiiiiiiiiiii,byak yg menikmati kinerjar bo terutama dunia pend dng aittiiiiiiiiiiiiiiiiiiiiii,byak nikmat kinerjar utama dunia pend dng aittii,8,3,0.5636,21,0.3818,0.0182,0.0182,0.5636,0.0182
226,Kirain ini menteri kesayangan Jokowi eh ternyata bukan,kirain ini menteri kesayangan jokowi eh ternyata bukan,kirain menteri sayang jokowi nyata bukan,6,4,0.7846,41,0.0154,0.0154,0.1692,0.0154,0.7846
227,"Hakim, di indonesia kan pinter2",hakim di indonesia kan pinter,hakim indonesia kan pinter,4,1,0.4667,30,0.2444,0.4667,0.0222,0.2444,0.0222
228,Semangat pak adikmu Allah buka  nanti yg benarrrrr kuattttttttt pak byak yg berdoa untuk p adim,semangat pak adikmu allah buka nanti yg benarrrrr kuattttttttt pak byak yg berdoa untuk p adim,semangat pak adik allah buka benarr kuatt pak byak doa adim,11,0,0.68,35,0.68,0.0133,0.0133,0.28,0.0133
229,Negara isinya koruptor!!!,negara isinya koruptor,negara isi koruptor,3,1,0.6,26,0.0286,0.6,0.0286,0.3143,0.0286
230,Tapi termul alasan nya macam2.menyalah kan nadim.tapi tapi yg nyuruh tambah angaran diem2 bae,tapi termul alasan nya macam menyalah kan nadim tapi tapi yg nyuruh tambah angaran diem bae,termul alas macam salah kan nadim nyuruh tambah angaran diem bae,11,1,0.5368,25,0.0105,0.5368,0.0105,0.0105,0.4316
231,"Makanya mas jgn mau dibujuk rayu Jokow jd menteri. 
Pemerintahan itu jahat, politik itu jahat. Fh bener jd CEO gojek, mas cukup dibalik layar saja kalau mau bantu pendidikan di Indonesia. Ga perlu jd aktor utama. 
Semoga Tuhan Yang Maha Kuasa menunjukkan kuasa-Nya padamu mas Gojek",makanya mas jgn mau dibujuk rayu jokow jd menteri pemerintahan itu jahat politik itu jahat fh bener jd ceo gojek mas cukup dibalik layar saja kalau mau bantu pendidikan di indonesia ga perlu jd aktor utama semoga tuhan yang maha kuasa menunjukkan kuasa nya padamu mas gojek,makanya mas jgn mau bujuk rayu jokow jadi menteri perintah jahat politik jahat bener jadi ceo gojek mas cukup balik layar kalau mau bantu didik indonesia perlu jadi aktor utama moga tuhan maha kuasa tunjuk kuasa mas gojek,38,4,0.4027,3,0.2693,0.2427,0.0027,0.0827,0.4027
232,Parah😢,parah,parah,1,3,0.7333,45,0.0667,0.0667,0.0667,0.7333,0.0667
233,Selamat Datang di Negeri Ngeri,selamat datang di negeri ngeri,selamat datang negeri ngeri,4,3,0.6889,5,0.2444,0.0222,0.0222,0.6889,0.0222
234,"Tunggu aja bang nadiem 2029, ahok n kdm pasti bantu anda",tunggu aja bang nadiem ahok n kdm pasti bantu anda,tunggu bang nadiem ahok kdm bantu,6,0,0.6889,40,0.6889,0.0222,0.0222,0.0222,0.2444
235,Aduh uang apa itu kertas kah,aduh uang apa itu kertas kah,aduh uang apa kertas,4,2,0.6,29,0.0286,0.0286,0.6,0.3143,0.0286
236,Semoga jaksa penuntut dan keluarganya mendapat KARMA yg lebih beratttttttttttt,semoga jaksa penuntut dan keluarganya mendapat karma yg lebih beratttttttttttt,moga jaksa tuntut keluarga karma lebih beratt,7,0,0.4769,33,0.4769,0.1692,0.3231,0.0154,0.0154
237,Mestinya Mulyono yg diruntut,mestinya mulyono yg diruntut,mesti mulyono runtut,3,2,0.44,24,0.04,0.04,0.44,0.04,0.44
238,Pak Nadim...klo bisa anggarannya di tambah wkwkwkwkw,pak nadim klo bisa anggarannya di tambah wkwkwkwkw,pak nadim klo anggar tambah wkwkwkwkw,6,4,0.9273,13,0.0182,0.0182,0.0182,0.0182,0.9273
239,"Biadab buanget, Allah Maha Mengetahui  apa2 yg dilakukan oleh  biadab2 yg zalim itu, mas Nadim jngn pernah berharap pertolongan selain Allah, banyak2 istighfar berserah diri, kembalikan semua persoalan kpd Allah, isyaaAllah Allah akan menolong dg cara Allah yg tak terduga, insyaaAllah cobaan dan fitnah itu akan menghapus dosa2 dan Allah akan mengangkat derajat anda",biadab buanget allah maha mengetahui apa yg dilakukan oleh biadab yg zalim itu mas nadim jngn pernah berharap pertolongan selain allah banyak istighfar berserah diri kembalikan semua persoalan kpd allah isyaaallah allah akan menolong dg cara allah yg tak terduga insyaaallah cobaan dan fitnah itu akan menghapus dosa dan allah akan mengangkat derajat anda,biadab buanget allah maha tahu apa laku biadab zalim mas nadim jngn pernah harap allah banyak istighfar serah diri semua soal kpd allah isyaallah allah cara allah tak duga insyaallah coba fitnah hapus dosa allah angkat derajat,37,0,0.4441,22,0.4441,0.3424,0.1051,0.0034,0.1051
240,"Tdk terbukti tapi di vonis 15 thn, ngeri amat keadilan di negri ini,",tdk terbukti tapi di vonis thn ngeri amat keadilan di negri ini,bukti vonis thn ngeri adil negri,6,1,0.3231,5,0.0154,0.3231,0.3231,0.3231,0.0154
241,Ketika anak muda yg sangat berjasa untuk indonesia tiba2 d jebloskan oleh negara.... Gibran sewa mahasiswa kemaren gmn....???,ketika anak muda yg sangat berjasa untuk indonesia tiba d jebloskan oleh negara gibran sewa mahasiswa kemaren gmn,anak muda sangat jasa indonesia tiba jeblos negara gibran sewa mahasiswa kemaren gmn,13,3,0.6421,42,0.2211,0.0105,0.1158,0.6421,0.0105
242,D tumbal kan oleh mulyono,d tumbal kan oleh mulyono,tumbal kan mulyono,3,4,0.8857,24,0.0286,0.0286,0.0286,0.0286,0.8857
243,"Bang hotman Paris , gmn ni, apakah sudah tercapai keadilan?",bang hotman paris gmn ni apakah sudah tercapai keadilan,bang hotman paris gmn capai adil,6,2,0.6308,39,0.1692,0.0154,0.6308,0.0154,0.1692
244,Jadi tombal molyono ....siapa pun di cap pengianat pasti akan bernasip seperti ini,jadi tombal molyono siapa pun di cap pengianat pasti akan bernasip seperti ini,jadi tombal molyono siapa cap pengianat bernasip,7,0,0.44,28,0.44,0.04,0.04,0.04,0.44
245,"Kalo Nadiem bisa divonis spt ini kasus whoose, IKN, MBG Bisa diseret semua pelaku2 nya",kalo nadiem bisa divonis spt ini kasus whoose ikn mbg bisa diseret semua pelaku nya,kalo nadiem vonis spt kasus whoose ikn mbg seret semua laku,11,2,0.5368,14,0.4316,0.0105,0.5368,0.0105,0.0105
246,JOKOWI OH JOKOWI,jokowi oh jokowi,jokowi jokowi,2,2,0.84,41,0.04,0.04,0.84,0.04,0.04
247,Kartu sakti keluarin dah Wo,kartu sakti keluarin dah wo,kartu sakti keluarin dah,4,4,0.7333,45,0.0667,0.0667,0.0667,0.0667,0.7333
248,"Dunia hanya sementara pak 
Di penjara itu ibarat neraka di dunia,

Aku yakin dengan orang yang Menjolimi bapak,Suatu saat pak Nadim ditempatkan di surga",dunia hanya sementara pak di penjara itu ibarat neraka di dunia aku yakin dengan orang yang menjolimi bapak suatu saat pak nadim ditempatkan di surga,dunia pak penjara ibarat neraka dunia aku yakin orang menjolimi bapak suatu pak nadim tempat surga,16,0,0.6741,2,0.6741,0.3037,0.0074,0.0074,0.0074
249,Bukti demokrasi tidak cocok untuk orang pintar,bukti demokrasi tidak cocok untuk orang pintar,bukti demokrasi cocok orang pintar,5,1,0.6889,16,0.0222,0.6889,0.0222,0.2444,0.0222
250,"Peringatan Bagi Para Pejabat yg sekarang SEDANG MENJABAT,  INI CONTOH PAK NADYM MAKARIM ,KARENA TERLALU NURUT TANPA BANTAHAN IKUTI PERINTAH DAN KEBIJAKAN ATASANNYA",peringatan bagi para pejabat yg sekarang sedang menjabat ini contoh pak nadym makarim karena terlalu nurut tanpa bantahan ikuti perintah dan kebijakan atasannya,ingat jabat sekarang sedang jabat contoh pak nadym makarim terlalu nurut bantah ikut perintah bijak atas,16,0,0.4519,44,0.4519,0.1556,0.0074,0.0074,0.3778
251,"hsti2 semuanya jangan berurusan dgn  kel. pembohong ulung jika ingin tenang dan selamat  dunia akherat. 
Lihat semua yg kerja sama semua baju oren",hsti semuanya jangan berurusan dgn kel pembohong ulung jika ingin tenang dan selamat dunia akherat lihat semua yg kerja sama semua baju oren,hsti semua jangan urus kel bohong ulung tenang selamat dunia akherat lihat semua kerja sama semua baju oren,18,0,0.4519,20,0.4519,0.3037,0.0074,0.2296,0.0074
252,Kejaksaan & Pengadilan yg menghukum seseorang yg tdk bersalah akan menderita hidupnya dunia & akhiray,kejaksaan pengadilan yg menghukum seseorang yg tdk bersalah akan menderita hidupnya dunia akhiray,jaksa adil hukum orang salah derita hidup dunia akhiray,9,0,0.9529,21,0.9529,0.0118,0.0118,0.0118,0.0118
253,Parah di mah hukum indo,parah di mah hukum indo,parah mah hukum indo,4,3,0.8857,38,0.0286,0.0286,0.0286,0.8857,0.0286
254,"Ngape Nadiem tadak nuntut ke jokowi, kok maok2nye jd martir dan bempernye utk menyelamatkan jokowi dan keluarganye,..",ngape nadiem tadak nuntut ke jokowi kok maok nye jd martir dan bempernye utk menyelamatkan jokowi dan keluarganye,ngape nadiem tadak nuntut jokowi kok maok nye jadi martir bempernye selamat jokowi keluarganye,14,4,0.5467,4,0.0133,0.0133,0.28,0.1467,0.5467
255,Makanya rim rim lu udah enak enak punya gojek lu'nya ikutan gituan.. nyeselkan jadinya 😂,makanya rim rim lu udah enak enak punya gojek lu nya ikutan gituan nyeselkan jadinya,makanya rim rim udah enak enak punya gojek ikut gituan nyeselkan jadi,12,1,0.7176,43,0.0118,0.7176,0.0118,0.0118,0.2471
256,jokowi yg korupsi sampe sekarang bebas melanglang buana,jokowi yg korupsi sampe sekarang bebas melanglang buana,jokowi korupsi sampe sekarang bebas langlang buana,7,2,0.5636,31,0.0182,0.2,0.5636,0.0182,0.2
257,"Makanya jangan mau dihukum sendirian, bicara dong",makanya jangan mau dihukum sendirian bicara dong,makanya jangan mau hukum sendiri bicara,6,1,0.7846,19,0.0154,0.7846,0.0154,0.1692,0.0154
258,"Ayo anak2 gojek jangan pada diem aja,ini sudah tidak adil,ijo in ayo ayo",ayo anak gojek jangan pada diem aja ini sudah tidak adil ijo in ayo ayo,ayo anak gojek jangan diem adil ijo ayo ayo,9,1,0.8353,20,0.1294,0.8353,0.0118,0.0118,0.0118
259,"Jokowi hrus d hadirkn, di sidangkn...ini cara terbaik agar indonesia berubah",jokowi hrus d hadirkn di sidangkn ini cara terbaik agar indonesia berubah,jokowi hrus hadirkn sidangkn cara baik indonesia ubah,8,1,0.3818,41,0.0182,0.3818,0.2,0.3818,0.0182
260,Siap yg memfitnah mu pak nadim....dia dajjal sejati,siap yg memfitnah mu pak nadim dia dajjal sejati,siap fitnah pak nadim dajjal sejati,6,1,0.5636,44,0.0182,0.5636,0.0182,0.0182,0.3818
261,Fitnah keji yg akan berbalik pada anak cucu seluruh pejabat kotor...semua keturunannya akan musnah d Ngan ketidak benaran🎉,fitnah keji yg akan berbalik pada anak cucu seluruh pejabat kotor semua keturunannya akan musnah d ngan ketidak benaran,fitnah keji balik anak cucu seluruh jabat kotor semua turun musnah ngan benar,13,1,0.3565,32,0.2696,0.3565,0.3565,0.0087,0.0087
262,"Parah,si omon omon diem2 bae,ampuun negara udah parah,rakyat udah muakkkk,si jokowi ga ada yg berani nyentuh sama sekali malah,pasti dia korup plus izasah bodong,cuiiih",parah si omon omon diem bae ampuun negara udah parah rakyat udah muakkkk si jokowi ga ada yg berani nyentuh sama sekali malah pasti dia korup plus izasah bodong cuiiih,parah omon omon diem bae ampuun negara udah parah rakyat udah muakk jokowi berani nyentuh sama sekali malah korup plus izasah bodong cuiih,23,1,0.6276,27,0.0069,0.6276,0.0759,0.2828,0.0069
263,"Mau ngapain bang,..dia sendiri yang mau dipilih jadi menteri bang..dia orang cerdas bang,  dah paham resiko jadi pejabat",mau ngapain bang dia sendiri yang mau dipilih jadi menteri bang dia orang cerdas bang dah paham resiko jadi pejabat,mau ngapain bang sendiri mau pilih jadi menteri bang orang cerdas bang dah paham resiko jadi jabat,17,4,0.7939,7,0.0061,0.1879,0.0061,0.0061,0.7939
